Iteration	Posterior	Likelihood	Prior	rate_log_sd	root_freqs[1]	root_freqs[2]	tree_length
0	-298.5973	-382.8515	84.25422	1.406145	0.247418	0.752582	1.808013
6	-293.6345	-378.2893	84.65474	1.302469	0.28784	0.71216	1.597786
12	-291.1986	-376.2758	85.07714	1.75998	0.111727	0.888273	0.8308874
18	-287.7726	-373.0109	85.23834	1.554942	0.245933	0.754067	0.8835147
24	-288.3611	-373.2878	84.92669	1.280276	0.37446	0.62554	1.410609
30	-283.5036	-368.4006	84.897	1.553046	0.380752	0.619248	1.214029
36	-283.7184	-368.8047	85.08631	1.683859	0.387997	0.612003	0.9096468
42	-295.4417	-380.771	85.32937	1.43882	0.322926	0.677074	0.9118427
48	-295.4984	-380.3499	84.85148	1.42687	0.273256	0.726744	1.354692
54	-293.7988	-379.1826	85.38377	1.461565	0.204552	0.795448	0.8204729
60	-292.7142	-377.966	85.2518	1.486029	0.204552	0.795448	0.9447438
66	-293.4424	-378.5986	85.15622	1.525278	0.353971	0.646029	1.002653
72	-290.7664	-375.6528	84.88636	1.795145	0.144986	0.855014	1.002653
78	-292.7609	-377.4583	84.69736	1.71752	0.518414	0.481586	1.243673
84	-293.2947	-377.9683	84.67353	1.738591	0.239324	0.760676	1.245979
90	-292.546	-377.6554	85.10938	1.531472	0.150717	0.849283	1.042433
96	-295.9822	-379.6529	83.6707	0.8177287	0.251224	0.748776	2.569773
102	-294.3465	-377.4118	83.06537	1.432762	0.237834	0.762166	2.563748
108	-294.4388	-379.7329	85.29408	1.424977	0.258378	0.741622	0.9644573
114	-293.9967	-378.8957	84.89907	1.981487	0.225277	0.774723	0.7731726
120	-288.7318	-373.3297	84.59788	1.25447	0.414016	0.585984	1.673305
126	-285.9534	-371.0777	85.12428	1.436539	0.282456	0.717544	1.116989
132	-289.7717	-374.8876	85.11584	1.496056	0.208528	0.791472	1.069923
138	-287.1095	-372.3254	85.21587	1.558803	0.254688	0.745312	0.9046302
144	-290.3029	-375.7562	85.45335	1.422471	0.444804	0.555196	0.7798262
150	-295.0776	-379.4668	84.3892	1.411894	0.153504	0.846496	1.70969
156	-293.6121	-378.3659	84.75381	1.047276	0.208339	0.791661	1.70969
162	-295.8676	-380.2876	84.41998	1.01304	0.417131	0.582869	1.96274
168	-296.8075	-380.9363	84.12883	1.210093	0.420257	0.579743	2.025536
174	-299.5193	-384.281	84.76171	1.327858	0.402355	0.597645	1.500042
180	-297.5729	-382.4099	84.83692	1.536806	0.402355	0.597645	1.277777
186	-297.4435	-382.3407	84.89717	2.083309	0.342323	0.657677	0.4309097
192	-301.6402	-386.8063	85.1661	1.747339	0.447374	0.552626	0.7236053
198	-300.9677	-386.0257	85.05797	1.932085	0.321115	0.678885	0.4784333
204	-303.0896	-387.5623	84.47262	1.603802	0.321115	0.678885	1.509883
210	-297.3606	-382.5465	85.18599	1.153574	0.321115	0.678885	1.305648
216	-297.1629	-382.226	85.06309	1.37027	0.316168	0.683832	1.228157
222	-298.2671	-383.6336	85.36647	1.162678	0.209262	0.790738	1.145368
228	-297.6532	-381.2524	83.59926	1.293893	0.0741003	0.9259	2.315264
234	-298.0551	-381.6172	83.56211	1.286795	0.521485	0.478515	2.343438
240	-302.8865	-386.7454	83.85897	0.9899263	0.122855	0.877145	2.343438
246	-299.0396	-383.9106	84.87101	1.814793	0.154589	0.845411	0.9983592
252	-299.8483	-385.1137	85.2654	1.654557	0.151091	0.848909	0.712874
258	-295.4129	-380.5015	85.0886	1.810286	0.486479	0.513521	0.746372
264	-296.7175	-381.699	84.98152	1.924852	0.272826	0.727174	0.7348467
270	-298.0204	-383.2427	85.22235	1.738502	0.27441	0.72559	0.633061
276	-288.6828	-373.9998	85.31697	1.490118	0.326262	0.673738	0.8674235
282	-286.7772	-371.9234	85.14619	1.487299	0.289521	0.710479	1.049481
288	-281.0806	-366.343	85.2624	1.607689	0.387145	0.612855	0.7877439
294	-287.2847	-372.3908	85.10614	1.523641	0.184571	0.815429	1.053022
300	-289.595	-374.4957	84.90071	1.410735	0.167789	0.832211	1.32831
306	-284.0074	-368.5673	84.55991	1.485971	0.399617	0.600383	1.532633
312	-284.0983	-369.3756	85.27735	1.690814	0.266937	0.733063	0.6146419
318	-288.5176	-373.5967	85.07907	1.760581	0.375929	0.624071	0.8277069
324	-294.8157	-379.9424	85.12678	1.618749	0.511071	0.488929	0.9365312
330	-296.0109	-381.5984	85.58759	1.286464	0.236465	0.763535	0.7822801
336	-294.0069	-379.2482	85.24121	1.524602	0.203498	0.796502	0.9144616
342	-294.8465	-380.1491	85.30258	1.3191	0.203498	0.796502	1.060708
348	-296.4288	-381.6903	85.26147	1.63402	0.268957	0.731043	0.7514701
354	-296.1932	-380.6199	84.42663	1.334828	0.379195	0.620805	1.737603
360	-300.8947	-385.3464	84.45171	1.309753	0.284408	0.715592	1.737603
366	-294.7794	-379.3547	84.57535	1.022029	0.232893	0.767107	1.851348
372	-294.6149	-379.0588	84.44384	1.268898	0.0691325	0.930868	1.771672
378	-288.1329	-373.0994	84.9665	1.431772	0.301267	0.698733	1.257511
384	-291.8753	-376.9259	85.05068	1.431772	0.182481	0.817519	1.186251
390	-285.0594	-370.1062	85.04676	1.435696	0.195535	0.804465	1.186251
396	-290.2507	-375.4825	85.23178	1.757284	0.571554	0.428446	0.5318489
402	-294.7014	-379.8626	85.16116	0.9973377	0.261271	0.738729	1.447883
408	-288.7883	-373.5375	84.74924	1.127429	0.492308	0.507692	1.655922
414	-302.9552	-387.902	84.94678	1.431703	0.33376	0.66624	1.27387
420	-303.0009	-387.6625	84.66167	1.51073	0.492174	0.507826	1.437244
426	-297.6475	-382.559	84.91148	1.429981	0.355365	0.644635	1.304108
432	-291.997	-377.1693	85.17235	1.505652	0.353837	0.646163	1.006135
438	-288.5017	-373.7306	85.22891	1.112236	0.538262	0.461738	1.30436
444	-293.073	-377.7535	84.6805	1.28472	0.450414	0.549586	1.591949
450	-294.618	-379.6206	85.00253	1.358917	0.22423	0.77577	1.287841
456	-298.7915	-383.7042	84.91275	2.070018	0.376631	0.623369	0.4385033
462	-294.2472	-379.5958	85.34861	1.382178	0.423144	0.576856	0.9521921
468	-292.5076	-377.0886	84.58108	1.185249	0.2291	0.7709	1.734185
474	-290.6856	-375.7268	85.04124	1.32251	0.416383	0.583617	1.285958
480	-288.5567	-373.4966	84.93988	1.423868	0.318595	0.681405	1.285958
486	-292.3402	-377.431	85.0908	1.851822	0.617621	0.382379	0.6720766
492	-281.7284	-366.7264	84.99805	1.948157	0.265407	0.734593	0.6649646
498	-286.431	-370.9612	84.53019	1.816456	0.381614	0.618386	1.299902
504	-285.7631	-370.7947	85.03161	1.549044	0.386846	0.613154	1.098911
510	-293.467	-378.2251	84.75811	1.133582	0.255244	0.744756	1.645152
516	-294.0146	-378.4138	84.39922	1.492473	0.114363	0.885637	1.645152
